indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-002119,CLM-2026-009070,Phantom Damage,LOW,2024-09-30,Claimed damage not consistent with incident type,CONFIRMED
FRD-002120,CLM-2026-009078,Witness Inconsistency,MEDIUM,2025-10-20,Witness statements contain conflicting information,OPEN
FRD-002121,CLM-2026-009089,Suspicious Timing,LOW,2023-08-29,Claim filed 3 days after policy inception/modification,CLOSED
FRD-002122,CLM-2026-009089,Witness Inconsistency,MEDIUM,2023-09-05,Witness statements contain conflicting information,CONFIRMED
FRD-002123,CLM-2026-009093,Inconsistent Documentation,MEDIUM,2023-11-22,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002124,CLM-2026-009096,Policyholder Collusion,HIGH,2025-08-13,Evidence suggests coordination between parties,CLOSED
FRD-002125,CLM-2026-009096,Phantom Damage,HIGH,2025-08-25,Claimed damage not consistent with incident type,CLOSED
FRD-002126,CLM-2026-009096,Inconsistent Documentation,HIGH,2025-08-27,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-002127,CLM-2026-009101,Witness Inconsistency,MEDIUM,2025-08-31,Witness statements contain conflicting information,CLOSED
FRD-002128,CLM-2026-009102,Policyholder Collusion,HIGH,2025-03-20,Evidence suggests coordination between parties,OPEN
FRD-002129,CLM-2026-009107,Multiple Claims Short Period,HIGH,2024-03-16,Claimant filed 8 claims within 33 days,CLOSED
FRD-002130,CLM-2026-009107,Staged Accident Pattern,CRITICAL,2024-03-09,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002131,CLM-2026-009107,Phantom Damage,LOW,2024-03-17,Claimed damage not consistent with incident type,CONFIRMED
FRD-002132,CLM-2026-009110,Multiple Claims Short Period,MEDIUM,2024-04-13,Claimant filed 3 claims within 41 days,CONFIRMED
FRD-002133,CLM-2026-009119,Inconsistent Documentation,MEDIUM,2023-05-18,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002134,CLM-2026-009124,Staged Accident Pattern,MEDIUM,2023-05-24,Incident characteristics match known staged accident patterns,CLOSED
FRD-002135,CLM-2026-009124,Staged Accident Pattern,LOW,2023-05-19,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002136,CLM-2026-009124,Previous Fraud History,HIGH,2023-05-28,Claimant has 1 previous fraud flags on record,OPEN
FRD-002137,CLM-2026-009127,Excessive Claim Amount,LOW,2024-10-06,"Claim amount $29,288.42 exceeds typical range by 99%",CONFIRMED
FRD-002138,CLM-2026-009144,Previous Fraud History,HIGH,2024-09-19,Claimant has 3 previous fraud flags on record,OPEN
FRD-002139,CLM-2026-009144,Medical Bill Padding,HIGH,2024-09-07,Medical bills inflated by estimated 42%,OPEN
FRD-002140,CLM-2026-009159,Multiple Claims Short Period,MEDIUM,2024-10-30,Claimant filed 8 claims within 40 days,CLOSED
FRD-002141,CLM-2026-009161,Policyholder Collusion,MEDIUM,2025-01-20,Evidence suggests coordination between parties,CLOSED
FRD-002142,CLM-2026-009169,Excessive Claim Amount,HIGH,2023-02-13,"Claim amount $13,841.62 exceeds typical range by 150%",CONFIRMED
FRD-002143,CLM-2026-009169,Witness Inconsistency,HIGH,2023-02-18,Witness statements contain conflicting information,CONFIRMED
FRD-002144,CLM-2026-009172,Witness Inconsistency,CRITICAL,2024-02-29,Witness statements contain conflicting information,CLOSED
FRD-002145,CLM-2026-009172,Witness Inconsistency,HIGH,2024-03-23,Witness statements contain conflicting information,OPEN
FRD-002146,CLM-2026-009176,Multiple Claims Short Period,HIGH,2024-04-10,Claimant filed 6 claims within 57 days,CLOSED
FRD-002147,CLM-2026-009176,Multiple Claims Short Period,LOW,2024-03-28,Claimant filed 5 claims within 71 days,OPEN
FRD-002148,CLM-2026-009176,Witness Inconsistency,HIGH,2024-04-13,Witness statements contain conflicting information,OPEN
FRD-002149,CLM-2026-009187,Suspicious Timing,HIGH,2026-01-31,Claim filed 2 days after policy inception/modification,CLOSED
FRD-002150,CLM-2026-009187,Multiple Claims Short Period,HIGH,2026-02-02,Claimant filed 7 claims within 77 days,CLOSED
FRD-002151,CLM-2026-009187,Staged Accident Pattern,MEDIUM,2026-01-10,Incident characteristics match known staged accident patterns,CLOSED
FRD-002152,CLM-2026-009205,Inconsistent Documentation,MEDIUM,2023-10-22,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-002153,CLM-2026-009222,Staged Accident Pattern,HIGH,2024-04-18,Incident characteristics match known staged accident patterns,CLOSED
FRD-002154,CLM-2026-009222,Multiple Claims Short Period,CRITICAL,2024-04-20,Claimant filed 5 claims within 76 days,CLOSED
FRD-002155,CLM-2026-009223,Suspicious Timing,CRITICAL,2025-11-06,Claim filed 3 days after policy inception/modification,CONFIRMED
FRD-002156,CLM-2026-009223,Witness Inconsistency,CRITICAL,2025-11-14,Witness statements contain conflicting information,CONFIRMED
FRD-002157,CLM-2026-009248,Excessive Claim Amount,MEDIUM,2024-09-14,"Claim amount $67,134.97 exceeds typical range by 121%",OPEN
FRD-002158,CLM-2026-009248,Multiple Claims Short Period,LOW,2024-09-15,Claimant filed 7 claims within 51 days,CLOSED
FRD-002159,CLM-2026-009253,Suspicious Timing,LOW,2024-11-24,Claim filed 4 days after policy inception/modification,OPEN
FRD-002160,CLM-2026-009253,Medical Bill Padding,MEDIUM,2024-11-07,Medical bills inflated by estimated 45%,OPEN
FRD-002161,CLM-2026-009281,Multiple Claims Short Period,HIGH,2025-12-04,Claimant filed 8 claims within 46 days,CONFIRMED
FRD-002162,CLM-2026-009281,Excessive Claim Amount,MEDIUM,2025-12-12,"Claim amount $37,421.90 exceeds typical range by 131%",OPEN
FRD-002163,CLM-2026-009292,Staged Accident Pattern,MEDIUM,2023-04-16,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002164,CLM-2026-009292,Inconsistent Documentation,MEDIUM,2023-04-29,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002165,CLM-2026-009297,Suspicious Timing,MEDIUM,2024-10-18,Claim filed 3 days after policy inception/modification,CLOSED
FRD-002166,CLM-2026-009297,Medical Bill Padding,LOW,2024-09-25,Medical bills inflated by estimated 93%,CONFIRMED
FRD-002167,CLM-2026-009299,Multiple Claims Short Period,CRITICAL,2025-11-24,Claimant filed 8 claims within 63 days,CLOSED
FRD-002168,CLM-2026-009299,Policyholder Collusion,MEDIUM,2025-11-13,Evidence suggests coordination between parties,OPEN
FRD-002169,CLM-2026-009299,Multiple Claims Short Period,HIGH,2025-12-09,Claimant filed 8 claims within 82 days,CLOSED
FRD-002170,CLM-2026-009332,Suspicious Timing,LOW,2024-05-29,Claim filed 1 days after policy inception/modification,CLOSED
FRD-002171,CLM-2026-009337,Inconsistent Documentation,MEDIUM,2024-06-21,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002172,CLM-2026-009337,Excessive Claim Amount,HIGH,2024-05-31,Claim amount $868.79 exceeds typical range by 127%,CONFIRMED
FRD-002173,CLM-2026-009337,Phantom Damage,LOW,2024-05-31,Claimed damage not consistent with incident type,OPEN
FRD-002174,CLM-2026-009340,Suspicious Timing,HIGH,2023-04-07,Claim filed 2 days after policy inception/modification,CLOSED
FRD-002175,CLM-2026-009340,Medical Bill Padding,HIGH,2023-04-29,Medical bills inflated by estimated 75%,CLOSED
FRD-002176,CLM-2026-009344,Staged Accident Pattern,HIGH,2025-08-28,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002177,CLM-2026-009348,Policyholder Collusion,HIGH,2025-07-22,Evidence suggests coordination between parties,OPEN
FRD-002178,CLM-2026-009348,Witness Inconsistency,MEDIUM,2025-08-13,Witness statements contain conflicting information,OPEN
FRD-002179,CLM-2026-009348,Medical Bill Padding,HIGH,2025-07-18,Medical bills inflated by estimated 93%,CONFIRMED
FRD-002180,CLM-2026-009351,Staged Accident Pattern,LOW,2024-06-10,Incident characteristics match known staged accident patterns,OPEN
FRD-002181,CLM-2026-009355,Staged Accident Pattern,CRITICAL,2023-10-16,Incident characteristics match known staged accident patterns,CLOSED
FRD-002182,CLM-2026-009355,Witness Inconsistency,MEDIUM,2023-10-11,Witness statements contain conflicting information,CLOSED
FRD-002183,CLM-2026-009355,Previous Fraud History,CRITICAL,2023-10-30,Claimant has 1 previous fraud flags on record,CLOSED
FRD-002184,CLM-2026-009356,Excessive Claim Amount,HIGH,2024-02-05,"Claim amount $41,238.90 exceeds typical range by 114%",CONFIRMED
FRD-002185,CLM-2026-009369,Inconsistent Documentation,LOW,2024-08-07,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002186,CLM-2026-009369,Suspicious Timing,CRITICAL,2024-07-17,Claim filed 2 days after policy inception/modification,OPEN
FRD-002187,CLM-2026-009369,Excessive Claim Amount,LOW,2024-07-17,"Claim amount $15,976.67 exceeds typical range by 119%",OPEN
FRD-002188,CLM-2026-009384,Suspicious Timing,LOW,2024-09-28,Claim filed 1 days after policy inception/modification,CLOSED
FRD-002189,CLM-2026-009384,Staged Accident Pattern,HIGH,2024-09-21,Incident characteristics match known staged accident patterns,OPEN
FRD-002190,CLM-2026-009384,Policyholder Collusion,HIGH,2024-09-25,Evidence suggests coordination between parties,CLOSED
FRD-002191,CLM-2026-009387,Suspicious Timing,LOW,2024-06-24,Claim filed 1 days after policy inception/modification,OPEN
FRD-002192,CLM-2026-009387,Excessive Claim Amount,LOW,2024-06-30,"Claim amount $189,537.47 exceeds typical range by 137%",CLOSED
FRD-002193,CLM-2026-009390,Witness Inconsistency,MEDIUM,2025-10-25,Witness statements contain conflicting information,OPEN
FRD-002194,CLM-2026-009390,Multiple Claims Short Period,HIGH,2025-10-22,Claimant filed 4 claims within 31 days,CLOSED
FRD-002195,CLM-2026-009390,Medical Bill Padding,CRITICAL,2025-11-07,Medical bills inflated by estimated 39%,OPEN
FRD-002196,CLM-2026-009392,Witness Inconsistency,MEDIUM,2024-10-15,Witness statements contain conflicting information,CONFIRMED
FRD-002197,CLM-2026-009392,Medical Bill Padding,MEDIUM,2024-10-22,Medical bills inflated by estimated 91%,CLOSED
FRD-002198,CLM-2026-009392,Inconsistent Documentation,CRITICAL,2024-10-19,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002199,CLM-2026-009393,Phantom Damage,HIGH,2025-06-19,Claimed damage not consistent with incident type,OPEN
FRD-002200,CLM-2026-009393,Policyholder Collusion,HIGH,2025-06-02,Evidence suggests coordination between parties,OPEN
FRD-002201,CLM-2026-009393,Staged Accident Pattern,MEDIUM,2025-05-25,Incident characteristics match known staged accident patterns,OPEN
FRD-002202,CLM-2026-009395,Policyholder Collusion,MEDIUM,2024-12-27,Evidence suggests coordination between parties,CLOSED
FRD-002203,CLM-2026-009415,Previous Fraud History,CRITICAL,2023-10-16,Claimant has 1 previous fraud flags on record,OPEN
FRD-002204,CLM-2026-009415,Previous Fraud History,HIGH,2023-10-20,Claimant has 2 previous fraud flags on record,CLOSED
FRD-002205,CLM-2026-009419,Excessive Claim Amount,HIGH,2024-02-24,"Claim amount $15,544.48 exceeds typical range by 101%",OPEN
FRD-002206,CLM-2026-009419,Suspicious Timing,HIGH,2024-03-09,Claim filed 3 days after policy inception/modification,OPEN
FRD-002207,CLM-2026-009421,Witness Inconsistency,MEDIUM,2025-04-03,Witness statements contain conflicting information,CONFIRMED
FRD-002208,CLM-2026-009421,Policyholder Collusion,MEDIUM,2025-04-01,Evidence suggests coordination between parties,CLOSED
FRD-002209,CLM-2026-009421,Policyholder Collusion,LOW,2025-04-16,Evidence suggests coordination between parties,OPEN
FRD-002210,CLM-2026-009446,Staged Accident Pattern,CRITICAL,2024-04-16,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-002211,CLM-2026-009446,Policyholder Collusion,HIGH,2024-04-04,Evidence suggests coordination between parties,OPEN
FRD-002212,CLM-2026-009447,Previous Fraud History,HIGH,2023-07-18,Claimant has 2 previous fraud flags on record,CLOSED
FRD-002213,CLM-2026-009447,Witness Inconsistency,HIGH,2023-08-05,Witness statements contain conflicting information,OPEN
FRD-002214,CLM-2026-009453,Medical Bill Padding,LOW,2023-04-11,Medical bills inflated by estimated 63%,CLOSED
FRD-002215,CLM-2026-009453,Phantom Damage,MEDIUM,2023-03-22,Claimed damage not consistent with incident type,CLOSED
FRD-002216,CLM-2026-009453,Medical Bill Padding,HIGH,2023-04-16,Medical bills inflated by estimated 96%,OPEN
FRD-002217,CLM-2026-009454,Inconsistent Documentation,HIGH,2023-04-10,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002218,CLM-2026-009455,Medical Bill Padding,HIGH,2024-03-27,Medical bills inflated by estimated 66%,CLOSED
FRD-002219,CLM-2026-009456,Medical Bill Padding,LOW,2025-04-11,Medical bills inflated by estimated 31%,CLOSED
FRD-002220,CLM-2026-009456,Previous Fraud History,HIGH,2025-04-29,Claimant has 1 previous fraud flags on record,OPEN
FRD-002221,CLM-2026-009462,Suspicious Timing,CRITICAL,2026-01-17,Claim filed 4 days after policy inception/modification,OPEN
FRD-002222,CLM-2026-009462,Policyholder Collusion,CRITICAL,2026-01-07,Evidence suggests coordination between parties,CONFIRMED
FRD-002223,CLM-2026-009462,Excessive Claim Amount,HIGH,2025-12-27,"Claim amount $9,114.38 exceeds typical range by 105%",OPEN
FRD-002224,CLM-2026-009466,Witness Inconsistency,HIGH,2024-12-30,Witness statements contain conflicting information,CONFIRMED
FRD-002225,CLM-2026-009466,Previous Fraud History,CRITICAL,2025-01-04,Claimant has 1 previous fraud flags on record,OPEN
FRD-002226,CLM-2026-009470,Inconsistent Documentation,MEDIUM,2023-07-09,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002227,CLM-2026-009470,Policyholder Collusion,HIGH,2023-07-16,Evidence suggests coordination between parties,CONFIRMED
FRD-002228,CLM-2026-009475,Suspicious Timing,HIGH,2023-07-17,Claim filed 3 days after policy inception/modification,OPEN
FRD-002229,CLM-2026-009475,Excessive Claim Amount,MEDIUM,2023-07-22,"Claim amount $32,868.63 exceeds typical range by 174%",CONFIRMED
FRD-002230,CLM-2026-009475,Previous Fraud History,MEDIUM,2023-08-10,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-002231,CLM-2026-009493,Inconsistent Documentation,MEDIUM,2025-01-15,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002232,CLM-2026-009499,Inconsistent Documentation,LOW,2024-07-16,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-002233,CLM-2026-009499,Witness Inconsistency,LOW,2024-07-22,Witness statements contain conflicting information,OPEN
FRD-002234,CLM-2026-009505,Medical Bill Padding,MEDIUM,2025-10-30,Medical bills inflated by estimated 88%,OPEN
FRD-002235,CLM-2026-009505,Witness Inconsistency,HIGH,2025-10-14,Witness statements contain conflicting information,OPEN
FRD-002236,CLM-2026-009530,Multiple Claims Short Period,CRITICAL,2024-07-04,Claimant filed 4 claims within 47 days,CONFIRMED
FRD-002237,CLM-2026-009530,Policyholder Collusion,LOW,2024-07-07,Evidence suggests coordination between parties,CLOSED
FRD-002238,CLM-2026-009530,Inconsistent Documentation,CRITICAL,2024-07-24,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002239,CLM-2026-009536,Multiple Claims Short Period,LOW,2024-06-22,Claimant filed 3 claims within 59 days,OPEN
FRD-002240,CLM-2026-009536,Witness Inconsistency,HIGH,2024-07-03,Witness statements contain conflicting information,CLOSED
FRD-002241,CLM-2026-009536,Previous Fraud History,MEDIUM,2024-06-28,Claimant has 2 previous fraud flags on record,OPEN
FRD-002242,CLM-2026-009545,Inconsistent Documentation,LOW,2025-09-10,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-002243,CLM-2026-009545,Policyholder Collusion,HIGH,2025-09-29,Evidence suggests coordination between parties,CLOSED
FRD-002244,CLM-2026-009550,Inconsistent Documentation,HIGH,2024-02-29,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-002245,CLM-2026-009550,Excessive Claim Amount,MEDIUM,2024-03-14,"Claim amount $18,208.68 exceeds typical range by 72%",OPEN
FRD-002246,CLM-2026-009550,Suspicious Timing,HIGH,2024-03-26,Claim filed 5 days after policy inception/modification,CONFIRMED
FRD-002247,CLM-2026-009553,Medical Bill Padding,HIGH,2023-04-21,Medical bills inflated by estimated 58%,OPEN
FRD-002248,CLM-2026-009558,Policyholder Collusion,HIGH,2025-07-17,Evidence suggests coordination between parties,CONFIRMED
FRD-002249,CLM-2026-009558,Medical Bill Padding,HIGH,2025-06-26,Medical bills inflated by estimated 79%,OPEN
FRD-002250,CLM-2026-009558,Medical Bill Padding,LOW,2025-07-01,Medical bills inflated by estimated 49%,OPEN
FRD-002251,CLM-2026-009559,Suspicious Timing,CRITICAL,2023-08-21,Claim filed 4 days after policy inception/modification,CLOSED
FRD-002252,CLM-2026-009559,Phantom Damage,CRITICAL,2023-08-24,Claimed damage not consistent with incident type,OPEN
FRD-002253,CLM-2026-009559,Phantom Damage,LOW,2023-08-12,Claimed damage not consistent with incident type,OPEN
FRD-002254,CLM-2026-009560,Multiple Claims Short Period,HIGH,2023-12-12,Claimant filed 5 claims within 69 days,OPEN
FRD-002255,CLM-2026-009562,Medical Bill Padding,LOW,2024-02-21,Medical bills inflated by estimated 56%,CLOSED
FRD-002256,CLM-2026-009562,Suspicious Timing,MEDIUM,2024-02-18,Claim filed 4 days after policy inception/modification,OPEN
FRD-002257,CLM-2026-009562,Suspicious Timing,MEDIUM,2024-01-26,Claim filed 1 days after policy inception/modification,OPEN
