policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2022-989,2,5158.35,5057.42,2025-12-18,2023-06-20,INSUFFICIENT_DATA,AUTO,0
POL-2025-685,2,73254.51,36627.25,2025-10-18,2025-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-009,1,90455.64,90455.64,2023-04-09,2023-04-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-897,1,30368.43,30368.43,2024-08-25,2024-08-25,INSUFFICIENT_DATA,AUTO,1
POL-2023-066,1,251.0,251.0,2026-01-16,2026-01-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-858,1,0.0,22139.53,2025-06-03,2025-06-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-615,1,24975.05,24975.05,2025-06-27,2025-06-27,INSUFFICIENT_DATA,AUTO,0
POL-2023-176,1,0.0,8293.99,2025-09-25,2025-09-25,INSUFFICIENT_DATA,AUTO,0
POL-2022-755,1,65096.73,65096.73,2023-11-20,2023-11-20,INSUFFICIENT_DATA,AUTO,0
POL-2025-427,1,13158.9,13158.9,2025-03-09,2025-03-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-184,2,19819.28,95271.16,2024-05-23,2023-08-04,INSUFFICIENT_DATA,AUTO,1
POL-2022-169,2,40786.24,20663.67,2023-06-01,2023-02-27,INSUFFICIENT_DATA,AUTO,0
POL-2024-864,1,54402.52,54402.52,2023-10-27,2023-10-27,INSUFFICIENT_DATA,AUTO,1
POL-2024-025,1,12554.51,12554.51,2023-04-04,2023-04-04,INSUFFICIENT_DATA,AUTO,0
POL-2022-057,2,14409.2,8468.06,2025-07-06,2024-04-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-246,2,1077.99,14213.69,2026-01-11,2025-04-17,INSUFFICIENT_DATA,AUTO,0
POL-2025-779,1,19454.95,19454.95,2025-08-23,2025-08-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-407,1,0.0,2261.68,2024-02-29,2024-02-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-593,1,41659.55,41659.55,2025-11-13,2025-11-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-671,3,149840.51,95395.13,2025-06-09,2024-11-10,DECREASING,AUTO,2
POL-2023-866,1,9252.32,9252.32,2023-03-29,2023-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-933,1,0.0,6677.61,2025-12-14,2025-12-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-313,1,18143.27,18143.27,2023-12-18,2023-12-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-523,1,9267.65,9267.65,2023-03-21,2023-03-21,INSUFFICIENT_DATA,AUTO,0
POL-2022-263,1,0.0,39280.2,2025-07-20,2025-07-20,INSUFFICIENT_DATA,AUTO,1
POL-2024-057,1,19894.18,19894.18,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-581,3,110637.82,40305.66,2025-03-10,2023-11-13,INCREASING,AUTO,2
POL-2025-307,3,22171.9,11691.38,2025-07-03,2023-09-18,INCREASING,AUTO,0
POL-2023-242,3,74101.05,24700.35,2025-02-03,2023-05-06,STABLE,AUTO,0
POL-2023-249,1,89304.7,89304.7,2025-01-11,2025-01-11,INSUFFICIENT_DATA,AUTO,0
POL-2021-158,1,19162.57,19162.57,2023-04-16,2023-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-992,1,65236.55,65236.55,2025-05-16,2025-05-16,INSUFFICIENT_DATA,AUTO,1
POL-2023-185,1,15584.91,15584.91,2025-12-06,2025-12-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-538,1,2311.52,2311.52,2025-02-01,2025-02-01,INSUFFICIENT_DATA,AUTO,1
POL-2022-646,1,10765.2,10765.2,2025-11-17,2025-11-17,INSUFFICIENT_DATA,AUTO,0
POL-2024-746,3,0.0,34475.89,2025-09-12,2024-04-08,INCREASING,AUTO,0
POL-2022-661,1,16037.21,16037.21,2025-11-08,2025-11-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-665,1,83789.65,83789.65,2024-11-24,2024-11-24,INSUFFICIENT_DATA,AUTO,0
POL-2022-014,1,0.0,5661.77,2023-09-19,2023-09-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-196,1,10188.93,10188.93,2024-02-10,2024-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-736,2,34115.25,24499.2,2025-08-23,2023-05-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-953,1,23360.96,23360.96,2025-09-03,2025-09-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-303,2,19092.14,25822.8,2024-02-22,2023-04-01,INSUFFICIENT_DATA,AUTO,0
POL-2021-982,2,136319.99,74928.72,2024-03-16,2023-12-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-901,1,63308.04,63308.04,2024-04-29,2024-04-29,INSUFFICIENT_DATA,AUTO,1
POL-2020-900,2,9083.2,9239.3,2024-12-29,2024-10-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-175,2,8851.57,22248.92,2023-07-04,2023-04-16,INSUFFICIENT_DATA,AUTO,1
POL-2021-080,2,0.0,19733.19,2024-06-21,2024-05-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-368,1,1839.31,1839.31,2025-08-08,2025-08-08,INSUFFICIENT_DATA,AUTO,0
POL-2020-570,2,39837.53,25826.02,2025-11-14,2024-10-18,INSUFFICIENT_DATA,AUTO,0
POL-2023-188,1,0.0,30982.88,2023-02-05,2023-02-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-183,1,48718.97,48718.97,2023-01-21,2023-01-21,INSUFFICIENT_DATA,AUTO,0
POL-2023-477,1,21457.04,21457.04,2024-09-29,2024-09-29,INSUFFICIENT_DATA,AUTO,0
POL-2023-638,2,29741.82,14870.91,2024-12-13,2024-07-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-704,3,20750.46,15691.53,2025-11-22,2023-06-09,DECREASING,AUTO,0
POL-2022-278,2,3309.6,61968.2,2024-06-01,2023-05-22,INSUFFICIENT_DATA,AUTO,0
POL-2020-328,2,254144.03,127072.02,2025-09-19,2024-08-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-318,1,0.0,9035.53,2023-01-23,2023-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2024-195,1,0.0,11016.05,2023-04-25,2023-04-25,INSUFFICIENT_DATA,AUTO,0
POL-2021-375,2,9411.58,16086.53,2024-08-22,2023-06-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-587,1,87141.73,87141.73,2023-09-29,2023-09-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-720,1,1508.93,1508.93,2026-01-09,2026-01-09,INSUFFICIENT_DATA,AUTO,0
POL-2023-037,1,814.63,814.63,2026-01-02,2026-01-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-922,1,0.0,3227.4,2023-05-02,2023-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-931,3,22835.9,15917.53,2025-12-16,2023-11-17,STABLE,AUTO,0
POL-2021-446,1,0.0,20242.93,2025-07-23,2025-07-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-196,2,9471.75,4735.88,2024-12-14,2024-01-01,INSUFFICIENT_DATA,AUTO,0
POL-2024-870,2,27053.69,17025.58,2024-09-26,2024-05-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-546,1,7222.84,7222.84,2024-01-17,2024-01-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-957,1,324.01,324.01,2025-04-12,2025-04-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-586,3,80540.18,34788.65,2024-12-15,2023-05-26,DECREASING,AUTO,1
POL-2024-883,1,0.0,7726.45,2025-01-03,2025-01-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-414,2,65728.81,44736.86,2025-09-05,2023-09-14,INSUFFICIENT_DATA,AUTO,1
POL-2024-383,1,0.0,7725.81,2023-07-31,2023-07-31,INSUFFICIENT_DATA,AUTO,0
POL-2020-351,1,0.0,149844.43,2025-06-06,2025-06-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-852,3,55359.99,47889.95,2024-12-25,2023-04-03,STABLE,AUTO,1
POL-2022-421,3,48683.12,38965.95,2025-04-25,2023-09-07,INCREASING,AUTO,0
POL-2020-425,1,18682.97,18682.97,2025-03-12,2025-03-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-789,2,66248.29,33124.15,2025-07-15,2023-09-24,INSUFFICIENT_DATA,AUTO,0
POL-2021-829,2,58532.32,29266.16,2025-12-14,2024-06-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-284,3,57414.91,19138.3,2025-10-03,2024-06-22,INCREASING,AUTO,1
POL-2022-203,1,20834.03,20834.03,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-936,3,31813.96,19032.58,2025-12-31,2023-03-20,INCREASING,AUTO,0
POL-2024-951,2,36629.76,25995.94,2025-08-26,2025-06-15,INSUFFICIENT_DATA,AUTO,1
POL-2022-066,1,0.0,35175.8,2023-03-22,2023-03-22,INSUFFICIENT_DATA,AUTO,0
POL-2025-930,2,8654.25,4327.12,2024-03-23,2023-11-06,INSUFFICIENT_DATA,AUTO,0
POL-2024-160,1,39646.08,39646.08,2023-11-19,2023-11-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-766,1,1043.45,1043.45,2025-12-07,2025-12-07,INSUFFICIENT_DATA,AUTO,0
POL-2021-450,1,4128.15,4128.15,2024-03-13,2024-03-13,INSUFFICIENT_DATA,AUTO,0
POL-2024-738,1,6569.84,6569.84,2023-04-04,2023-04-04,INSUFFICIENT_DATA,AUTO,0
POL-2020-256,2,25256.66,12628.33,2025-12-15,2023-09-22,INSUFFICIENT_DATA,AUTO,0
POL-2024-468,4,10387.13,4319.32,2025-02-12,2023-05-13,STABLE,AUTO,0
POL-2021-870,1,0.0,32910.63,2025-08-06,2025-08-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-479,1,49460.11,49460.11,2023-08-29,2023-08-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-110,3,70470.06,26968.45,2025-09-19,2024-10-02,DECREASING,AUTO,0
POL-2021-402,1,0.0,37018.85,2023-05-17,2023-05-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-325,1,18547.83,18547.83,2023-12-23,2023-12-23,INSUFFICIENT_DATA,AUTO,0
POL-2025-754,1,14561.43,14561.43,2025-06-20,2025-06-20,INSUFFICIENT_DATA,AUTO,0
POL-2024-646,3,40159.26,33795.3,2025-03-29,2023-03-22,INCREASING,AUTO,0
POL-2022-415,3,0.0,53167.61,2025-02-23,2023-01-22,INCREASING,AUTO,0
POL-2021-651,1,9854.01,9854.01,2025-05-30,2025-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-273,2,14100.96,7050.48,2025-11-11,2025-02-21,INSUFFICIENT_DATA,AUTO,0
POL-2022-959,2,36540.05,18270.03,2024-11-27,2023-03-24,INSUFFICIENT_DATA,AUTO,1
POL-2020-808,2,124097.69,62048.84,2025-09-28,2023-08-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-935,1,0.0,34319.1,2024-05-13,2024-05-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-581,1,0.0,20981.43,2024-06-14,2024-06-14,INSUFFICIENT_DATA,AUTO,0
POL-2021-064,1,0.0,7628.36,2025-06-09,2025-06-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-985,1,0.0,21839.32,2025-02-04,2025-02-04,INSUFFICIENT_DATA,AUTO,0
POL-2021-580,1,0.0,71417.19,2023-08-07,2023-08-07,INSUFFICIENT_DATA,AUTO,0
POL-2024-969,2,0.0,20970.79,2024-04-19,2023-02-05,INSUFFICIENT_DATA,AUTO,1
POL-2024-148,1,0.0,26231.97,2023-04-16,2023-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-140,3,67322.85,52024.01,2025-06-24,2023-06-10,INCREASING,AUTO,0
POL-2023-198,1,32440.18,32440.18,2024-01-24,2024-01-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-505,1,6971.05,6971.05,2025-04-19,2025-04-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-269,1,22059.84,22059.84,2025-10-25,2025-10-25,INSUFFICIENT_DATA,AUTO,1
POL-2022-059,1,0.0,24373.77,2023-07-22,2023-07-22,INSUFFICIENT_DATA,AUTO,0
POL-2021-571,2,0.0,15184.56,2025-01-19,2024-08-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-208,1,0.0,742.57,2025-07-15,2025-07-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-700,1,0.0,19042.73,2023-09-01,2023-09-01,INSUFFICIENT_DATA,AUTO,0
POL-2022-547,1,0.0,34207.45,2023-08-14,2023-08-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-758,4,12951.23,17330.63,2025-06-04,2023-03-18,INCREASING,AUTO,0
POL-2020-982,3,19517.21,8700.47,2025-01-09,2024-01-18,STABLE,AUTO,0
POL-2022-228,1,12319.5,12319.5,2025-06-07,2025-06-07,INSUFFICIENT_DATA,AUTO,1
POL-2021-329,1,0.0,9839.77,2023-06-30,2023-06-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-612,2,5104.61,63149.32,2024-02-06,2023-09-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-089,1,14041.68,14041.68,2025-02-14,2025-02-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-172,2,13117.06,11942.38,2024-07-05,2023-08-30,INSUFFICIENT_DATA,AUTO,1
POL-2020-277,2,101243.82,50621.91,2025-10-23,2023-12-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-905,1,0.0,2556.62,2025-05-09,2025-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-468,1,11315.15,11315.15,2024-07-06,2024-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-315,1,28398.46,28398.46,2024-05-10,2024-05-10,INSUFFICIENT_DATA,AUTO,0
POL-2025-197,1,50863.51,50863.51,2024-10-08,2024-10-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-507,2,24232.04,86101.54,2023-08-25,2023-05-05,INSUFFICIENT_DATA,AUTO,0
POL-2024-768,1,11063.8,11063.8,2024-08-23,2024-08-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-395,1,0.0,36248.21,2023-11-13,2023-11-13,INSUFFICIENT_DATA,AUTO,0
POL-2024-968,3,135183.45,80245.02,2025-10-18,2024-01-02,INCREASING,AUTO,0
POL-2024-460,2,6328.98,12741.64,2025-05-01,2024-01-31,INSUFFICIENT_DATA,AUTO,0
POL-2025-495,1,0.0,15456.29,2023-07-01,2023-07-01,INSUFFICIENT_DATA,AUTO,0
POL-2020-768,3,111508.32,37169.44,2026-01-03,2023-06-15,DECREASING,AUTO,1
POL-2024-760,2,24971.96,12675.5,2025-12-31,2025-05-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-639,1,22851.15,22851.15,2023-04-07,2023-04-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-652,3,10785.57,7700.13,2024-11-06,2023-10-23,STABLE,AUTO,0
POL-2020-208,2,142674.09,89974.82,2025-03-30,2023-08-15,INSUFFICIENT_DATA,AUTO,2
POL-2024-316,1,9426.05,9426.05,2025-07-08,2025-07-08,INSUFFICIENT_DATA,AUTO,0
POL-2025-659,4,24248.09,25633.17,2025-12-21,2025-03-17,INCREASING,AUTO,1
POL-2022-518,1,0.0,14174.23,2024-02-28,2024-02-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-736,2,107763.75,53881.88,2024-08-22,2024-01-16,INSUFFICIENT_DATA,AUTO,0
POL-2020-701,3,32271.75,80237.49,2025-01-22,2023-05-26,DECREASING,AUTO,1
POL-2024-727,1,0.0,2302.37,2025-04-28,2025-04-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-726,2,24392.58,16025.52,2024-12-24,2024-10-31,INSUFFICIENT_DATA,AUTO,0
POL-2020-871,2,21854.28,12036.65,2025-03-01,2024-06-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-220,4,58308.65,16775.32,2025-09-20,2023-10-14,INCREASING,AUTO,1
POL-2025-466,2,37030.68,18515.34,2025-09-11,2024-04-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-740,1,0.0,5291.65,2024-05-23,2024-05-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-599,3,44091.32,19247.52,2025-09-22,2023-10-20,INCREASING,AUTO,0
POL-2023-540,1,0.0,27303.25,2025-03-12,2025-03-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-937,2,9818.86,9268.49,2025-12-24,2023-11-24,INSUFFICIENT_DATA,AUTO,0
POL-2020-540,1,1905.51,1905.51,2023-05-09,2023-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2023-528,2,13499.12,16079.51,2024-08-12,2024-06-03,INSUFFICIENT_DATA,AUTO,1
POL-2023-789,2,66117.18,33058.59,2023-11-06,2023-06-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-003,1,0.0,440.4,2025-05-20,2025-05-20,INSUFFICIENT_DATA,AUTO,0
POL-2021-250,1,11050.39,11050.39,2024-07-17,2024-07-17,INSUFFICIENT_DATA,AUTO,0
POL-2021-978,1,0.0,12773.65,2024-12-16,2024-12-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-397,2,0.0,35271.79,2024-04-16,2024-02-24,INSUFFICIENT_DATA,AUTO,0
POL-2022-540,1,29724.61,29724.61,2023-05-17,2023-05-17,INSUFFICIENT_DATA,AUTO,1
POL-2024-121,2,15196.14,16139.29,2023-07-20,2023-06-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-791,2,1145.97,13078.78,2024-06-21,2023-07-19,INSUFFICIENT_DATA,AUTO,0
POL-2024-411,2,69641.23,64131.47,2024-05-05,2023-08-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-633,3,25372.15,14250.3,2025-05-12,2024-07-15,DECREASING,AUTO,0
POL-2022-247,1,0.0,168397.57,2023-09-03,2023-09-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-096,2,78488.25,39244.12,2025-02-05,2024-07-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-827,3,0.0,25935.23,2025-10-11,2023-11-15,INCREASING,AUTO,1
POL-2020-400,2,4951.42,2475.71,2025-08-15,2025-02-19,INSUFFICIENT_DATA,AUTO,0
POL-2023-095,1,0.0,37514.53,2026-01-03,2026-01-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-043,1,0.0,7842.23,2024-11-29,2024-11-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-490,1,0.0,24704.84,2023-09-11,2023-09-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-692,1,0.0,1380.58,2024-10-07,2024-10-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-681,1,0.0,6274.56,2023-11-19,2023-11-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-252,3,108239.91,61591.33,2024-04-30,2023-09-27,DECREASING,AUTO,0
POL-2025-584,1,21129.22,21129.22,2023-08-06,2023-08-06,INSUFFICIENT_DATA,AUTO,0
POL-2024-134,2,0.0,17985.08,2025-10-02,2024-02-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-909,1,5544.09,5544.09,2024-09-23,2024-09-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-160,2,150946.68,75473.34,2025-10-20,2023-10-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-277,3,31398.01,10466.0,2025-09-06,2024-11-10,DECREASING,AUTO,0
POL-2023-072,3,15915.58,13456.47,2025-09-21,2023-08-04,INCREASING,AUTO,0
POL-2020-084,1,0.0,16811.79,2025-10-19,2025-10-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-533,1,21296.54,21296.54,2024-07-11,2024-07-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-013,1,34801.22,34801.22,2024-10-02,2024-10-02,INSUFFICIENT_DATA,AUTO,0
POL-2023-917,1,64567.55,64567.55,2024-01-19,2024-01-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-987,3,20149.51,21723.96,2025-10-06,2023-04-14,INCREASING,AUTO,1
POL-2021-161,2,38589.48,19294.74,2024-09-07,2023-10-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-458,1,0.0,97332.96,2024-12-03,2024-12-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-969,1,24381.21,24381.21,2025-04-16,2025-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-067,1,40494.07,40494.07,2023-09-09,2023-09-09,INSUFFICIENT_DATA,AUTO,0
POL-2022-619,1,0.0,10758.24,2023-01-30,2023-01-30,INSUFFICIENT_DATA,AUTO,0
POL-2022-509,1,8470.91,8470.91,2023-01-23,2023-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-629,3,32581.17,22506.34,2025-03-26,2024-01-31,INCREASING,AUTO,0
POL-2023-590,1,57316.75,57316.75,2025-04-24,2025-04-24,INSUFFICIENT_DATA,AUTO,0
POL-2024-048,1,0.0,9327.73,2025-01-22,2025-01-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-363,1,0.0,10653.84,2023-06-15,2023-06-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-074,1,1700.12,1700.12,2023-01-24,2023-01-24,INSUFFICIENT_DATA,AUTO,0
POL-2020-402,2,126471.16,74683.03,2024-01-15,2023-04-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-888,1,13399.34,13399.34,2023-04-14,2023-04-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-608,2,33177.39,39040.08,2024-11-29,2023-04-01,INSUFFICIENT_DATA,AUTO,0
POL-2024-958,2,29300.64,14650.32,2025-10-29,2023-05-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-908,1,0.0,19088.6,2024-11-22,2024-11-22,INSUFFICIENT_DATA,AUTO,0
POL-2022-927,2,16178.02,22850.58,2025-05-31,2023-02-21,INSUFFICIENT_DATA,AUTO,1
POL-2022-276,2,33650.78,19805.26,2024-05-13,2024-04-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-943,1,0.0,8257.54,2024-06-28,2024-06-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-464,1,25537.2,25537.2,2023-09-27,2023-09-27,INSUFFICIENT_DATA,AUTO,1
POL-2025-019,2,18233.93,14285.85,2025-02-17,2023-12-08,INSUFFICIENT_DATA,AUTO,0
POL-2022-990,1,0.0,56025.91,2024-12-04,2024-12-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-900,1,13627.4,13627.4,2025-04-12,2025-04-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-364,1,4121.73,4121.73,2023-05-27,2023-05-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-909,1,55088.48,55088.48,2023-03-18,2023-03-18,INSUFFICIENT_DATA,AUTO,0
POL-2021-500,1,14720.8,14720.8,2025-12-29,2025-12-29,INSUFFICIENT_DATA,AUTO,1
POL-2025-760,1,5051.32,5051.32,2023-12-06,2023-12-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-389,4,2672.05,14051.81,2025-09-09,2023-03-03,INCREASING,AUTO,1
POL-2024-669,1,0.0,26325.9,2024-08-11,2024-08-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-463,2,7210.85,12995.34,2024-01-29,2023-12-27,INSUFFICIENT_DATA,AUTO,0
POL-2025-847,3,22861.75,36361.04,2024-04-06,2023-04-08,DECREASING,AUTO,1
POL-2025-711,2,0.0,5146.03,2025-10-06,2023-10-01,INSUFFICIENT_DATA,AUTO,0
POL-2023-881,1,0.0,19961.05,2025-09-23,2025-09-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-761,1,1752.37,1752.37,2025-02-17,2025-02-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-312,1,0.0,30499.36,2025-01-16,2025-01-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-142,1,99222.61,99222.61,2023-03-26,2023-03-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-196,1,114790.38,114790.38,2024-10-14,2024-10-14,INSUFFICIENT_DATA,AUTO,0
POL-2022-336,2,46002.55,27122.42,2024-12-21,2024-06-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-783,1,2095.07,2095.07,2024-11-26,2024-11-26,INSUFFICIENT_DATA,AUTO,0
POL-2024-546,1,49553.59,49553.59,2024-09-05,2024-09-05,INSUFFICIENT_DATA,AUTO,0
POL-2023-116,2,190088.97,95044.48,2023-10-03,2023-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2021-357,1,0.0,1479.9,2025-09-10,2025-09-10,INSUFFICIENT_DATA,AUTO,0
POL-2022-411,1,35510.21,35510.21,2024-05-06,2024-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-966,1,0.0,69840.84,2023-07-06,2023-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-905,3,20496.77,17460.57,2025-09-27,2023-01-07,DECREASING,AUTO,0
POL-2020-152,2,127215.29,63607.64,2025-12-12,2023-04-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-858,1,34197.26,34197.26,2024-12-20,2024-12-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-162,1,18914.74,18914.74,2023-02-20,2023-02-20,INSUFFICIENT_DATA,AUTO,0
POL-2023-553,2,49240.21,30327.73,2024-07-13,2023-11-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-709,2,0.0,16941.2,2025-07-07,2025-05-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-018,1,0.0,65425.01,2025-09-12,2025-09-12,INSUFFICIENT_DATA,AUTO,0
POL-2024-182,2,0.0,36977.5,2025-12-08,2025-11-17,INSUFFICIENT_DATA,AUTO,0
POL-2021-370,2,15664.64,24767.7,2025-09-16,2025-06-18,INSUFFICIENT_DATA,AUTO,0
POL-2021-769,2,0.0,18501.65,2025-04-05,2024-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2022-761,2,54706.72,27353.36,2025-04-07,2025-03-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-763,3,27816.99,49444.2,2025-07-31,2024-06-30,DECREASING,AUTO,0
POL-2020-850,1,0.0,14240.69,2023-05-12,2023-05-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-194,2,16951.79,8475.9,2026-01-06,2024-03-15,INSUFFICIENT_DATA,AUTO,0
POL-2023-525,1,0.0,15518.82,2024-03-07,2024-03-07,INSUFFICIENT_DATA,AUTO,0
POL-2020-608,3,106229.85,35409.95,2025-07-28,2023-10-31,DECREASING,AUTO,0
POL-2023-083,3,40132.95,32206.2,2024-10-16,2023-03-02,DECREASING,AUTO,0
POL-2025-677,2,0.0,44427.9,2024-10-28,2023-12-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-096,1,935.27,935.27,2023-03-24,2023-03-24,INSUFFICIENT_DATA,AUTO,0
POL-2022-894,1,17587.61,17587.61,2025-07-08,2025-07-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-892,2,13353.88,6676.94,2025-09-04,2024-10-04,INSUFFICIENT_DATA,AUTO,0
POL-2022-784,2,0.0,61355.12,2025-02-15,2023-03-04,INSUFFICIENT_DATA,AUTO,0
POL-2024-063,3,12614.47,7099.18,2025-02-23,2025-01-05,DECREASING,AUTO,0
POL-2020-810,1,0.0,6820.23,2024-03-29,2024-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2025-867,3,35549.19,24421.45,2025-10-12,2023-11-08,STABLE,AUTO,0
POL-2024-757,1,8888.55,8888.55,2024-07-01,2024-07-01,INSUFFICIENT_DATA,AUTO,1
POL-2023-407,1,24688.5,24688.5,2023-11-30,2023-11-30,INSUFFICIENT_DATA,AUTO,0
